                                                             External penalty method                                                             
    c_x        c_y        H(c)        r      dir     c_x        c_y         f(c)         n_x         n_y         f(n)         hx          hy      
       -//-       -//-       -//-       -//-   y  2.6391e-01 1.3198e+00 d-8.6746e-05  2.6391e-01  1.3199e+00 d+5.9573e-07        -//-        -//- 
 2.6391e-01 1.3198e+00 1.9694e-05 1.0000e+06   -           -          -            -           -           -            -           -           - 
       -//-       -//-       -//-       -//-   x  2.6391e-01 1.3198e+00   5.6086e+02  2.6391e-01  1.3198e+00   5.6086e+02  2.0000e+00  2.0000e+00 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.2639e+00  1.3198e+00   1.1396e+06        -//-        -//- 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//- -1.7361e+00  1.3198e+00   4.8288e+07 -2.0000e+00        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6391e-01  3.3198e+00   1.6680e+06 -1.0000e+00        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6391e-01 -6.8016e-01   4.5227e+07        -//- -2.0000e+00 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//- -7.3608e-01  1.3198e+00   6.1338e+06        -//- -1.0000e+00 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  1.2639e+00  1.3198e+00   3.9993e+03  1.0000e+00        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6391e-01  3.1985e-01   5.5922e+06  5.0000e-01        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6391e-01  2.3198e+00   4.5107e+03        -//-  1.0000e+00 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  7.6391e-01  1.3198e+00   1.6490e+03        -//-  5.0000e-01 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//- -2.3608e-01  1.3198e+00   9.8127e+05 -5.0000e-01        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6391e-01  1.8198e+00   1.6858e+03 -2.5000e-01        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6391e-01  8.1985e-01   8.7369e+05        -//- -5.0000e-01 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  1.3915e-02  1.3198e+00   1.8948e+05        -//- -2.5000e-01 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  5.1391e-01  1.3198e+00   9.7866e+02  2.5000e-01        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6391e-01  1.0698e+00   1.6599e+05  1.2500e-01        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6391e-01  1.5698e+00   9.6139e+02        -//-  2.5000e-01 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  3.8891e-01  1.3198e+00   7.3475e+02        -//-  1.2500e-01 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  1.3891e-01  1.3198e+00   4.2040e+04 -1.2500e-01        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6391e-01  1.4448e+00   7.1958e+02 -6.2498e-02        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6391e-01  1.1948e+00   3.6552e+04        -//- -1.2500e-01 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.0141e-01  1.3198e+00   1.0532e+04        -//- -6.2498e-02 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  3.2641e-01  1.3198e+00   6.3210e+02  6.2498e-02        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6391e-01  1.2573e+00   9.1885e+03  3.1249e-02        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6391e-01  1.3823e+00   6.2318e+02        -//-  6.2498e-02 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.9516e-01  1.3198e+00   5.8522e+02        -//-  3.1249e-02 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.3266e-01  1.3198e+00   3.1437e+03 -3.1249e-02        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6391e-01  1.3511e+00   5.8046e+02 -1.5624e-02        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6391e-01  1.2886e+00   2.8017e+03        -//- -3.1249e-02 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.4829e-01  1.3198e+00   1.2866e+03        -//- -1.5624e-02 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.7954e-01  1.3198e+00   5.6285e+02  1.5624e-02        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6391e-01  1.3042e+00   1.1954e+03  7.8122e-03        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6391e-01  1.3355e+00   5.6040e+02        -//-  1.5624e-02 
       -//-       -//-       -//-       -//-   y  2.6391e-01 1.3355e+00   5.6040e+02  2.6391e-01  1.3511e+00   5.8046e+02        -//-        -//- 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.7172e-01  1.3355e+00   5.7130e+02        -//-  7.8122e-03 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.5610e-01  1.3355e+00   5.4967e+02 -7.8122e-03        -//- 
       -//-       -//-       -//-       -//-   x  2.5610e-01 1.3355e+00   5.4967e+02  2.4829e-01  1.3355e+00   5.8365e+02        -//-        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.5610e-01  1.3433e+00   5.5952e+02 -3.9061e-03        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.5610e-01  1.3277e+00   5.6955e+02        -//- -7.8122e-03 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.5219e-01  1.3355e+00   5.4503e+02        -//- -3.9061e-03 
       -//-       -//-       -//-       -//-   x  2.5219e-01 1.3355e+00   5.4503e+02  2.4829e-01  1.3355e+00   5.8364e+02        -//-        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.5219e-01  1.3316e+00   5.7581e+02 -1.9530e-03        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.5219e-01  1.3394e+00   5.4925e+02        -//-  3.9061e-03 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.5024e-01  1.3355e+00   5.5573e+02        -//-  1.9530e-03 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.5415e-01  1.3355e+00   5.4701e+02  1.9530e-03        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.5219e-01  1.3374e+00   5.4680e+02  9.7651e-04        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.5219e-01  1.3335e+00   5.5361e+02        -//- -1.9530e-03 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.5317e-01  1.3355e+00   5.4569e+02        -//- -9.7651e-04 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.5122e-01  1.3355e+00   5.4824e+02 -9.7651e-04        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.5219e-01  1.3345e+00   5.4763e+02 -4.8825e-04        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.5219e-01  1.3364e+00   5.4558e+02        -//-  9.7651e-04 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.5170e-01  1.3355e+00   5.4610e+02        -//-  4.8825e-04 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.5268e-01  1.3355e+00   5.4503e+02  4.8825e-04        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.5219e-01  1.3360e+00   5.4500e+02  2.4412e-04        -//- 
       -//-       -//-       -//-       -//-   y  2.5219e-01 1.3360e+00   5.4500e+02  2.5219e-01  1.3364e+00   5.4558e+02        -//-        -//- 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.5244e-01  1.3360e+00   5.4530e+02        -//-  2.4412e-04 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.5195e-01  1.3360e+00   5.4493e+02 -2.4412e-04        -//- 
       -//-       -//-       -//-       -//-   x  2.5195e-01 1.3360e+00   5.4493e+02  2.5170e-01  1.3360e+00   5.4512e+02        -//-        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.5195e-01  1.3362e+00   5.4499e+02 -1.2206e-04        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.5195e-01  1.3357e+00   5.4507e+02        -//- -2.4412e-04 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.5183e-01  1.3360e+00   5.4499e+02        -//- -1.2206e-04 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.5207e-01  1.3360e+00   5.4493e+02  1.2206e-04        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.5195e-01  1.3358e+00   5.4497e+02  6.1031e-05        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.5195e-01  1.3361e+00   5.4493e+02        -//-  1.2206e-04 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.5201e-01  1.3360e+00   5.4492e+02        -//-  6.1031e-05 
       -//-       -//-       -//-       -//-   x  2.5201e-01 1.3360e+00   5.4492e+02  2.5207e-01  1.3360e+00   5.4493e+02        -//-        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.5201e-01  1.3360e+00 d+7.1845e-04  3.0515e-05        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.5201e-01  1.3359e+00   5.4492e+02        -//- -6.1031e-05 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.5204e-01  1.3360e+00 d+7.8225e-04        -//- -3.0515e-05 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.5198e-01  1.3360e+00 d-1.8618e-03 -3.0515e-05        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.5201e-01  1.3359e+00 d-1.6829e-03 -1.5257e-05        -//- 
       -//-       -//-       -//-       -//-   y  2.5201e-01 1.3359e+00 d-5.2772e-04  2.5201e-01  1.3359e+00 d+2.7624e-03        -//-        -//- 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.5199e-01  1.3359e+00 d-8.5568e-04        -//- -1.5257e-05 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.5203e-01  1.3359e+00 d-2.7703e-03  1.5257e-05        -//- 
       -//-       -//-       -//-       -//-   x  2.5203e-01 1.3359e+00 d-8.6364e-04  2.5204e-01  1.3359e+00 d+1.7935e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.5203e-01  1.3359e+00 d-1.3480e-04  7.6287e-06        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.5203e-01  1.3359e+00 d+7.3340e-04        -//-  1.5257e-05 
 2.5203e-01 1.3359e+00 2.1099e-07 1.0000e+07   -           -          -            -           -           -            -           -           - 
                                      Results                                      
        Method              x          y      calls to f(x, y) calls to grad f(x,y) 
External penalty method 2.5203e-01 1.3359e+00              655                    0 
